crashSeverity,crashYear,region,weatherA,roadSurface,light,trafficControl,urban
Minor Crash,2014,Bay of Plenty Region,Fine,Sealed,Overcast,Give way,Open
Serious Crash,2009,Wellington Region,Heavy rain,Sealed,Twilight,Nil,Open
Serious Crash,2009,Southland Region,Fine,Sealed,Bright sun,Unknown,Open
Minor Crash,2022,Wellington Region,Fine,Sealed,Dark,Traffic Signals,Urban
Non-Injury Crash,2020,Hawke's Bay Region,Null,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2019,Auckland Region,Light rain,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2000,Auckland Region,Light rain,Sealed,Overcast,Traffic Signals,Urban
Non-Injury Crash,2023,Northland Region,Fine,Sealed,Bright sun,Stop,Urban
Non-Injury Crash,2005,Bay of Plenty Region,Fine,Sealed,Bright sun,Unknown,Open
Minor Crash,2025,Auckland Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Non-Injury Crash,2014,Auckland Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2020,Gisborne Region,Null,Sealed,Unknown,Unknown,Urban
Non-Injury Crash,2022,Manawatū-Whanganui Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Non-Injury Crash,2024,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2000,Auckland Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2004,Auckland Region,Fine,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2007,Auckland Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2003,Auckland Region,Light rain,Sealed,Overcast,Traffic Signals,Urban
Non-Injury Crash,2014,Auckland Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2006,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2007,Canterbury Region,Fine,Sealed,Overcast,Unknown,Urban
Serious Crash,2006,Otago Region,Fine,Sealed,Dark,Traffic Signals,Urban
Non-Injury Crash,2004,Manawatū-Whanganui Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2005,Auckland Region,Light rain,Sealed,Twilight,Nil,Open
Serious Crash,2004,Auckland Region,Light rain,Sealed,Dark,Nil,Urban
Minor Crash,2003,Canterbury Region,Fine,Sealed,Bright sun,Unknown,Open
Non-Injury Crash,2014,Gisborne Region,Fine,Sealed,Dark,Give way,Urban
Non-Injury Crash,2016,Auckland Region,Fine,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2003,Bay of Plenty Region,Fine,Unsealed,Bright sun,Nil,Open
Non-Injury Crash,2013,Canterbury Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2015,Canterbury Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Non-Injury Crash,2020,Auckland Region,Fine,Sealed,Bright sun,Unknown,Open
Non-Injury Crash,2009,Bay of Plenty Region,Light rain,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2013,Tasman Region,Fine,Sealed,Dark,Nil,Open
Minor Crash,2000,Waikato Region,Mist or Fog,Sealed,Dark,Nil,Open
Minor Crash,2005,Auckland Region,Fine,Sealed,Dark,Nil,Open
Serious Crash,2012,Auckland Region,Fine,Sealed,Dark,Traffic Signals,Urban
Non-Injury Crash,2001,Auckland Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2001,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2014,Manawatū-Whanganui Region,Fine,Sealed,Overcast,Stop,Urban
Non-Injury Crash,2018,Canterbury Region,Fine,Sealed,Dark,Stop,Urban
Non-Injury Crash,2020,Nelson Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2021,Northland Region,Fine,Sealed,Overcast,Nil,Open
Non-Injury Crash,2005,Canterbury Region,Light rain,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2012,Auckland Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2008,Auckland Region,Fine,Sealed,Dark,Give way,Urban
Non-Injury Crash,2022,Southland Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2021,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2005,Hawke's Bay Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2011,Auckland Region,Light rain,Sealed,Overcast,Traffic Signals,Urban
Non-Injury Crash,2005,Auckland Region,Fine,Sealed,Overcast,Stop,Urban
Non-Injury Crash,2020,Auckland Region,Fine,Sealed,Overcast,Stop,Urban
Non-Injury Crash,2019,Waikato Region,Light rain,Sealed,Overcast,Unknown,Open
Non-Injury Crash,2003,Auckland Region,Light rain,Sealed,Overcast,Nil,Open
Non-Injury Crash,2006,Auckland Region,Light rain,Sealed,Overcast,Give way,Open
Minor Crash,2016,Auckland Region,Fine,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2007,Wellington Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2010,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Minor Crash,2008,Manawatū-Whanganui Region,Fine,Sealed,Bright sun,Give way,Open
Minor Crash,2010,Canterbury Region,Heavy rain,Sealed,Overcast,Unknown,Open
Minor Crash,2025,Waikato Region,Fine,Sealed,Bright sun,Nil,Urban
Minor Crash,2010,Auckland Region,Light rain,Sealed,Dark,Nil,Urban
Non-Injury Crash,2014,Auckland Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2011,Wellington Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2000,Auckland Region,Light rain,Sealed,Dark,Traffic Signals,Urban
Non-Injury Crash,2020,Bay of Plenty Region,Light rain,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2018,West Coast Region,Light rain,Sealed,Overcast,Unknown,Open
Non-Injury Crash,2019,Canterbury Region,Fine,Sealed,Twilight,Unknown,Urban
Serious Crash,2005,Canterbury Region,Fine,Sealed,Dark,Traffic Signals,Urban
Non-Injury Crash,2015,Waikato Region,Fine,Sealed,Bright sun,Nil,Open
Minor Crash,2016,Canterbury Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2012,Waikato Region,Light rain,Sealed,Dark,Unknown,Open
Non-Injury Crash,2017,Bay of Plenty Region,Fine,Sealed,Bright sun,Unknown,Open
Non-Injury Crash,2022,Auckland Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2016,Waikato Region,Heavy rain,Sealed,Overcast,Unknown,Open
Non-Injury Crash,2020,Auckland Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2017,Auckland Region,Fine,Sealed,Dark,Unknown,Open
Minor Crash,2021,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Minor Crash,2005,Nelson Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2010,Wellington Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2007,Wellington Region,Fine,Sealed,Bright sun,Nil,Urban
Minor Crash,2003,Northland Region,Heavy rain,Sealed,Overcast,Nil,Open
Non-Injury Crash,2013,Auckland Region,Fine,Sealed,Overcast,Traffic Signals,Urban
Minor Crash,2019,Auckland Region,Heavy rain,Sealed,Overcast,Unknown,Urban
Non-Injury Crash,2011,Hawke's Bay Region,Mist or Fog,Sealed,Overcast,Nil,Open
Non-Injury Crash,2011,Otago Region,Fine,Sealed,Dark,Give way,Urban
Minor Crash,2004,Canterbury Region,Fine,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2008,Auckland Region,Fine,Sealed,Bright sun,Stop,Urban
Non-Injury Crash,2006,Wellington Region,Fine,Sealed,Twilight,Nil,Open
Non-Injury Crash,2006,Canterbury Region,Light rain,Sealed,Dark,Unknown,Open
Minor Crash,2007,Northland Region,Heavy rain,Sealed,Overcast,Nil,Open
Non-Injury Crash,2021,Manawatū-Whanganui Region,Light rain,Sealed,Overcast,Nil,Open
Non-Injury Crash,2020,Auckland Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2022,Waikato Region,Fine,Sealed,Dark,Stop,Urban
Minor Crash,2019,Hawke's Bay Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2007,Canterbury Region,Fine,Sealed,Dark,Unknown,Open
Non-Injury Crash,2002,Hawke's Bay Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2014,Hawke's Bay Region,Fine,Sealed,Twilight,Unknown,Urban
Non-Injury Crash,2014,Canterbury Region,Light rain,Sealed,Dark,Give way,Urban
Minor Crash,2007,Auckland Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2025,Auckland Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2017,Auckland Region,Light rain,Sealed,Dark,Give way,Urban
Non-Injury Crash,2024,Manawatū-Whanganui Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2024,Waikato Region,Fine,Sealed,Twilight,Nil,Open
Non-Injury Crash,2015,Canterbury Region,Fine,Sealed,Dark,Unknown,Open
Non-Injury Crash,2024,Canterbury Region,Fine,Sealed,Dark,Traffic Signals,Urban
Non-Injury Crash,2023,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2025,Auckland Region,Fine,Sealed,Dark,Give way,Urban
Serious Crash,2016,Southland Region,Fine,Sealed,Dark,Stop,Urban
Non-Injury Crash,2016,Bay of Plenty Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2012,Waikato Region,Fine,Sealed,Dark,Give way,Open
Non-Injury Crash,2002,Manawatū-Whanganui Region,Fine,Sealed,Overcast,Nil,Open
Minor Crash,2005,Hawke's Bay Region,Light rain,Sealed,Overcast,Nil,Open
Minor Crash,2003,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Serious Crash,2016,Otago Region,Fine,Sealed,Bright sun,Unknown,Open
Serious Crash,2010,Manawatū-Whanganui Region,Fine,Sealed,Bright sun,Nil,Open
Minor Crash,2002,Hawke's Bay Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2010,Canterbury Region,Fine,Sealed,Dark,Give way,Urban
Non-Injury Crash,2018,Marlborough Region,Fine,Sealed,Overcast,Unknown,Open
Minor Crash,2021,Waikato Region,Mist or Fog,Sealed,Dark,Give way,Urban
Non-Injury Crash,2000,Waikato Region,Heavy rain,Sealed,Dark,Nil,Urban
Minor Crash,2006,Wellington Region,Fine,Sealed,Dark,Traffic Signals,Urban
Non-Injury Crash,2016,Auckland Region,Fine,Sealed,Twilight,Unknown,Urban
Minor Crash,2010,Waikato Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2002,Auckland Region,Light rain,Sealed,Dark,Give way,Urban
Non-Injury Crash,2009,Manawatū-Whanganui Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2005,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2016,Wellington Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2016,Auckland Region,Fine,Sealed,Dark,Unknown,Open
Serious Crash,2018,Auckland Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Minor Crash,2025,Wellington Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2005,Bay of Plenty Region,Light rain,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2003,Auckland Region,Fine,Sealed,Bright sun,Stop,Urban
Non-Injury Crash,2010,Southland Region,Fine,Sealed,Overcast,Unknown,Urban
Non-Injury Crash,2013,Wellington Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2001,Wellington Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2009,Auckland Region,Fine,Sealed,Dark,Nil,Urban
Minor Crash,2018,Bay of Plenty Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2013,Canterbury Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Non-Injury Crash,2021,Waikato Region,Fine,Sealed,Dark,Nil,Open
Minor Crash,2018,Marlborough Region,Fine,Sealed,Twilight,Unknown,Open
Minor Crash,2005,Manawatū-Whanganui Region,Fine,Sealed,Bright sun,Nil,Urban
Minor Crash,2005,Auckland Region,Fine,Sealed,Overcast,Traffic Signals,Urban
Non-Injury Crash,2018,Auckland Region,Fine,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2006,Auckland Region,Fine,Sealed,Bright sun,Give way,Urban
Minor Crash,2010,Canterbury Region,Fine,Sealed,Overcast,Unknown,Urban
Non-Injury Crash,2008,Bay of Plenty Region,Fine,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2004,Otago Region,Light rain,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2006,Gisborne Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2005,Auckland Region,Fine,Sealed,Twilight,Nil,Urban
Minor Crash,2002,Auckland Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2008,Waikato Region,Fine,Sealed,Overcast,Nil,Open
Minor Crash,2020,Wellington Region,Fine,Sealed,Bright sun,Nil,Open
Minor Crash,2003,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2011,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Minor Crash,2012,Auckland Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2023,Manawatū-Whanganui Region,Light rain,Sealed,Dark,Nil,Open
Minor Crash,2005,Waikato Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2006,Manawatū-Whanganui Region,Fine,Unsealed,Bright sun,Nil,Open
Minor Crash,2018,Auckland Region,Fine,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2014,Otago Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2014,Manawatū-Whanganui Region,Fine,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2017,Marlborough Region,Fine,Sealed,Bright sun,Unknown,Open
Non-Injury Crash,2005,Bay of Plenty Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2015,Canterbury Region,Fine,Sealed,Bright sun,Give way,Urban
Minor Crash,2012,Marlborough Region,Fine,Sealed,Bright sun,Stop,Open
Non-Injury Crash,2004,Wellington Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2015,Southland Region,Light rain,Unsealed,Dark,Give way,Open
Non-Injury Crash,2000,Wellington Region,Fine,Sealed,Overcast,Nil,Open
Non-Injury Crash,2022,Otago Region,Fine,Sealed,Overcast,Give way,Open
Serious Crash,2002,Canterbury Region,Fine,Sealed,Overcast,Traffic Signals,Urban
Non-Injury Crash,2019,Wellington Region,Fine,Sealed,Bright sun,Unknown,Open
Non-Injury Crash,2008,Manawatū-Whanganui Region,Fine,Sealed,Dark,Traffic Signals,Urban
Non-Injury Crash,2007,Auckland Region,Light rain,Sealed,Dark,Traffic Signals,Urban
Non-Injury Crash,2020,Auckland Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2002,Waikato Region,Heavy rain,Sealed,Overcast,Nil,Open
Non-Injury Crash,2017,Canterbury Region,Fine,Sealed,Overcast,Unknown,Urban
Non-Injury Crash,2017,Waikato Region,Fine,Sealed,Overcast,Unknown,Urban
Non-Injury Crash,2020,Waikato Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2003,Nelson Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2001,Wellington Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2011,Otago Region,Fine,Sealed,Bright sun,Give way,Urban
Minor Crash,2017,Southland Region,Fine,Sealed,Bright sun,Give way,Urban
Minor Crash,2000,Canterbury Region,Fine,Unsealed,Bright sun,Unknown,Open
Non-Injury Crash,2007,Bay of Plenty Region,Fine,Sealed,Bright sun,Give way,Urban
Serious Crash,2024,Gisborne Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2010,Wellington Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2019,Wellington Region,Fine,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2003,Wellington Region,Heavy rain,Sealed,Dark,Nil,Urban
Minor Crash,2006,Canterbury Region,Fine,Sealed,Bright sun,Unknown,Open
Minor Crash,2013,Hawke's Bay Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2019,Canterbury Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2007,Wellington Region,Fine,Sealed,Overcast,Stop,Urban
Minor Crash,2002,Northland Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2022,Canterbury Region,Fine,Unsealed,Overcast,Nil,Open
Non-Injury Crash,2016,Tasman Region,Fine,Sealed,Dark,Give way,Urban
Non-Injury Crash,2022,Waikato Region,Heavy rain,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2020,Northland Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2014,Wellington Region,Fine,Sealed,Bright sun,Unknown,Open
Minor Crash,2021,Marlborough Region,Fine,Sealed,Bright sun,Nil,Urban
Minor Crash,2004,Manawatū-Whanganui Region,Fine,Sealed,Overcast,Stop,Urban
Non-Injury Crash,2001,Otago Region,Light rain,Sealed,Overcast,Unknown,Open
Non-Injury Crash,2011,Hawke's Bay Region,Light rain,Sealed,Overcast,Nil,Open
Non-Injury Crash,2010,Waikato Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Non-Injury Crash,2016,Bay of Plenty Region,Fine,Sealed,Bright sun,Unknown,Urban
Minor Crash,2020,Otago Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2001,Otago Region,Fine,Sealed,Twilight,Traffic Signals,Urban
Minor Crash,2021,Auckland Region,Fine,Sealed,Overcast,Nil,Open
Non-Injury Crash,2003,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2015,Tasman Region,Fine,Sealed,Bright sun,Nil,Urban
Minor Crash,2025,Auckland Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2004,Auckland Region,Fine,Sealed,Dark,Stop,Open
Minor Crash,2012,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Serious Crash,2023,Nelson Region,Fine,Sealed,Overcast,Nil,Urban
Minor Crash,2006,Auckland Region,Fine,Sealed,Dark,Nil,Urban
Fatal Crash,2000,West Coast Region,Fine,Sealed,Bright sun,Unknown,Open
Non-Injury Crash,2014,Taranaki Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2019,Gisborne Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2003,Wellington Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2018,Auckland Region,Fine,Sealed,Overcast,Unknown,Urban
Non-Injury Crash,2006,Auckland Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2007,Auckland Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2019,Auckland Region,Fine,Sealed,Overcast,Nil,Urban
Minor Crash,2020,Waikato Region,Fine,Sealed,Overcast,Nil,Urban
Minor Crash,2025,Wellington Region,Light rain,Sealed,Dark,Isolated Pedestrian signal (non-intersection),Urban
Fatal Crash,2002,Manawatū-Whanganui Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2001,Auckland Region,Fine,Sealed,Overcast,Nil,Urban
Minor Crash,2005,Auckland Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2015,Auckland Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2005,Waikato Region,Fine,Sealed,Overcast,Give way,Open
Non-Injury Crash,2012,Auckland Region,Fine,Sealed,Bright sun,Give way,Urban
Minor Crash,2010,Waikato Region,Fine,Sealed,Overcast,Stop,Urban
Non-Injury Crash,2024,Nelson Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2024,Manawatū-Whanganui Region,Light rain,Sealed,Overcast,Nil,Open
Non-Injury Crash,2017,Auckland Region,Light rain,Sealed,Overcast,Unknown,Urban
Minor Crash,2015,Auckland Region,Fine,Sealed,Bright sun,Unknown,Urban
Minor Crash,2007,Hawke's Bay Region,Light rain,Sealed,Dark,Nil,Open
Non-Injury Crash,2001,Auckland Region,Fine,Sealed,Overcast,Nil,Open
Minor Crash,2018,Northland Region,Fine,Sealed,Twilight,Unknown,Open
Non-Injury Crash,2024,Waikato Region,Fine,Sealed,Dark,Give way,Urban
Non-Injury Crash,2007,Auckland Region,Light rain,Sealed,Overcast,Nil,Open
Non-Injury Crash,2025,Auckland Region,Fine,Sealed,Overcast,Stop,Urban
Minor Crash,2003,Canterbury Region,Fine,Sealed,Dark,Traffic Signals,Urban
Non-Injury Crash,2013,Otago Region,Fine,Sealed,Dark,Nil,Open
Minor Crash,2006,Wellington Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2013,Manawatū-Whanganui Region,Fine,Sealed,Twilight,Nil,Open
Non-Injury Crash,2021,Auckland Region,Fine,Sealed,Twilight,Give way,Urban
Non-Injury Crash,2016,Hawke's Bay Region,Fine,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2012,Northland Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2011,Wellington Region,Fine,Sealed,Twilight,Nil,Urban
Minor Crash,2014,Auckland Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2018,Manawatū-Whanganui Region,Fine,Sealed,Bright sun,Stop,Urban
Non-Injury Crash,2022,Manawatū-Whanganui Region,Fine,Sealed,Bright sun,Nil,Urban
Minor Crash,2018,Manawatū-Whanganui Region,Light rain,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2004,Auckland Region,Fine,Sealed,Bright sun,Stop,Urban
Non-Injury Crash,2021,Auckland Region,Null,Sealed,Unknown,Unknown,Urban
Minor Crash,2019,Auckland Region,Fine,Sealed,Twilight,Unknown,Open
Non-Injury Crash,2003,Otago Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2016,Auckland Region,Fine,Sealed,Overcast,Unknown,Open
Minor Crash,2018,Auckland Region,Fine,Sealed,Bright sun,Unknown,Urban
Minor Crash,2017,Auckland Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2016,Manawatū-Whanganui Region,Fine,Sealed,Bright sun,Unknown,Open
Non-Injury Crash,2013,Hawke's Bay Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2021,Taranaki Region,Fine,Unsealed,Bright sun,Nil,Open
Non-Injury Crash,2017,Wellington Region,Light rain,Sealed,Overcast,Give way,Urban
Minor Crash,2003,Canterbury Region,Fine,Sealed,Twilight,Give way,Urban
Non-Injury Crash,2001,Auckland Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Non-Injury Crash,2019,Auckland Region,Fine,Sealed,Twilight,Stop,Urban
Non-Injury Crash,2000,Auckland Region,Null,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2021,Auckland Region,Fine,Sealed,Bright sun,Give way,Urban
Fatal Crash,2021,Wellington Region,Light rain,Sealed,Overcast,Nil,Open
Non-Injury Crash,2025,Wellington Region,Heavy rain,Sealed,Overcast,Nil,Open
Non-Injury Crash,2017,Auckland Region,Light rain,Sealed,Dark,Traffic Signals,Urban
Minor Crash,2016,Auckland Region,Fine,Sealed,Overcast,Unknown,Urban
Non-Injury Crash,2009,Waikato Region,Fine,Sealed,Dark,Give way,Urban
Non-Injury Crash,2006,Gisborne Region,Fine,Unsealed,Bright sun,Nil,Open
Non-Injury Crash,2012,Wellington Region,Light rain,Sealed,Overcast,Nil,Open
Non-Injury Crash,2009,West Coast Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2002,Northland Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2004,Auckland Region,Light rain,Sealed,Dark,Nil,Urban
Serious Crash,2021,Waikato Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2016,Manawatū-Whanganui Region,Fine,Sealed,Overcast,Unknown,Urban
Non-Injury Crash,2004,Waikato Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2020,Auckland Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2013,Waikato Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2002,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
